lookback_window,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,completed_trades,orders
126,1.0751223454206342,0.08460769593995532,0.8212164554314701,0.9579198323733543,-0.1423011315834425,28,56
189,0.8152845980116645,0.06858452890808264,0.6589790792843856,0.7445283438257844,-0.2292368925879813,25,50
252,0.7027903497299703,0.06100596491699117,0.5264446493207101,0.5872250898006219,-0.22687930255380928,23,46
63,0.2636372140710128,0.026374836192972984,0.30613036630849794,0.3271698724106559,-0.22254873861646862,55,110
